exp,type,update,success_rate,avg_reward,collision,extra,max_reward,loss,entropy,actor_loss,critic_loss
2,0,0,0.32,-173.6360987309047,0.9428571428571428,22.130030203057206,-264.8088073730469,-44.42531204223633,245.7979278564453,-63.03706359863281,10000000.0
2,0,1,0.2742857142857143,-184.23856912885392,0.9085714285714286,21.851724171444793,-182.79737854003906,28.366512298583984,41.70582580566406,25.493541717529297,10000000.0
2,0,2,0.30857142857142855,-174.293993334089,0.9257142857142857,24.063240318982498,-223.41558837890625,-92.69374084472656,368.7480163574219,-135.30503845214844,10000000.0
2,0,3,0.2571428571428571,-184.9416811261858,0.9314285714285714,23.599768296689305,-176.6173095703125,-107.05570220947266,377.50958251953125,-175.2933807373047,10000000.0
2,0,4,0.2571428571428571,-152.19983093261717,0.92,19.562559161267256,-291.4265441894531,-77.23968505859375,307.3039855957031,-99.82343292236328,10000000.0
2,0,5,0.22285714285714286,-193.73896889822825,0.8914285714285715,23.616979750087857,-184.89602661132812,-107.76805877685547,377.5140075683594,-193.27777099609375,10000000.0
2,0,6,0.22857142857142856,-120.59135511670794,0.9142857142857143,16.24916952028394,-104.18060302734375,-9.981168746948242,70.22314453125,-15.031793594360352,10000000.0
2,0,7,0.25142857142857145,-150.71269153050014,0.9314285714285714,21.631855932034618,-219.18751525878906,-63.954593658447266,324.8255920410156,-77.71261596679688,10000000.0
2,0,8,0.3028571428571429,-147.1469296864101,0.9028571428571428,21.131156773385346,-152.5276641845703,-14.990253448486328,149.22262573242188,-16.524742126464844,10000000.0
2,0,9,0.2742857142857143,-190.81131525857108,0.9485714285714286,24.335250592619527,-294.4664306640625,-89.02001953125,377.5174255371094,-116.05132293701172,10000000.0
2,0,10,0.24,-186.69560616629465,0.92,25.499576167182948,-192.16734313964844,-110.52723693847656,377.4736633300781,-225.45193481445312,10000000.0
2,0,11,0.3142857142857143,-164.7378095299857,0.9257142857142857,24.116588777137647,-216.67893981933594,-72.91802978515625,368.58514404296875,-92.08270263671875,10000000.0
2,0,12,0.3485714285714286,-164.55419584001814,0.8857142857142857,20.723102094949386,-296.69189453125,-77.96936798095703,386.0756530761719,-98.206787109375,10000000.0
2,0,13,0.3142857142857143,-160.92255314963205,0.9028571428571428,20.50082142385813,-277.4263610839844,-84.52345275878906,342.1598205566406,-119.35538482666016,10000000.0
2,0,14,0.32,-184.37747056143624,0.9428571428571428,24.032596022219717,-269.04168701171875,-83.97296142578125,386.2135925292969,-108.29890441894531,10000000.0
2,0,15,0.2914285714285714,-147.13722184317453,0.9428571428571428,21.545202362822522,-153.38783264160156,-64.95881652832031,315.9371337890625,-79.5521469116211,10000000.0
2,0,16,0.32571428571428573,-175.61401128496442,0.92,23.32343359923111,-163.8688201904297,-98.05592346191406,377.2929382324219,-141.6676788330078,10000000.0
2,0,17,0.2742857142857143,-183.52902058192663,0.9485714285714286,23.870564484053393,-194.34854125976562,-61.86323165893555,309.3672180175781,-97.5037841796875,10000000.0
2,0,18,0.2571428571428571,-143.41221853528705,0.9371428571428572,19.23025246329669,-174.3404541015625,-90.88347625732422,307.2276306152344,-132.1641387939453,10000000.0
2,0,19,0.2914285714285714,-183.89581369127546,0.9257142857142857,22.493310886219444,-272.4891662597656,-79.85234069824219,386.1184387207031,-127.29840087890625,10000000.0
2,0,20,0.24571428571428572,-186.01760146004813,0.9257142857142857,24.28317900123783,-395.8894958496094,-103.62704467773438,386.266357421875,-148.84152221679688,10000000.0
2,0,21,0.28,-180.11763444083078,0.9314285714285714,24.51138316181174,-345.2532958984375,-101.82345581054688,386.0953369140625,-257.7588806152344,10000000.0
2,0,22,0.35428571428571426,-166.66660902295794,0.9085714285714286,23.318719575659618,-248.32156372070312,-94.7841567993164,386.2098083496094,-152.53402709960938,10000000.0
2,0,23,0.2857142857142857,-182.2726564189366,0.92,23.60414079604578,-236.19290161132812,-38.093082427978516,226.017578125,-44.60111999511719,10000000.0
2,0,24,0.32571428571428573,-179.17154406411308,0.9314285714285714,23.953034088568,-130.1210479736328,65.2010726928711,19.74591827392578,58.21773910522461,10000000.0
2,0,25,0.26285714285714284,-191.2793692779541,0.9028571428571428,21.56838357139915,-272.3416442871094,21.255359649658203,28.491539001464844,19.23358726501465,10000000.0
2,0,26,0.2571428571428571,-85.16410756247384,0.8457142857142858,11.831939701754829,-84.00212860107422,-79.9600830078125,184.3300323486328,-119.48983001708984,10000000.0
2,0,27,0.2742857142857143,-190.05979403904507,0.9142857142857143,24.455991487600592,-193.6357421875,-72.87786865234375,394.9891662597656,-93.67816925048828,10000000.0
2,0,28,0.24571428571428572,-201.4994481767927,0.9314285714285714,26.553171949432457,-165.7488250732422,-114.79161071777344,394.89141845703125,-248.87689208984375,10000000.0
2,0,29,0.28,-169.62243424551826,0.9428571428571428,24.602252761440734,-217.1246795654297,-94.05760192871094,359.71771240234375,-202.881103515625,10000000.0
2,0,30,0.26857142857142857,-180.54370143345423,0.9142857142857143,25.464731039435094,-190.9814453125,-103.70674896240234,385.7439880371094,-164.5366668701172,10000000.0
2,0,31,0.28,-182.53572838919504,0.9257142857142857,24.24483032285876,-240.424560546875,-96.3174057006836,394.50213623046875,-144.24082946777344,10000000.0
2,0,32,0.26285714285714284,-185.92361809321812,0.9428571428571428,25.345319192171633,-247.37266540527344,-2.787872791290283,98.7080078125,-4.289220809936523,10000000.0
2,0,33,0.26857142857142857,-170.34366129738945,0.9257142857142857,22.630020283171543,-235.36024475097656,-85.66078186035156,359.55816650390625,-119.39511108398438,10000000.0
2,0,34,0.3028571428571429,-169.72394813537596,0.9314285714285714,22.145982920772788,16.622892379760742,-109.23150634765625,368.61883544921875,-206.5016326904297,10000000.0
2,0,35,0.35428571428571426,-165.87331375667026,0.9142857142857143,20.481610842049527,-251.95538330078125,-64.31053161621094,160.06893920898438,-131.00791931152344,10000000.0
2,0,36,0.24571428571428572,-194.60485250200543,0.92,25.45062449282946,-214.9359130859375,-96.30294036865234,385.95355224609375,-199.56773376464844,10000000.0
2,0,37,0.2857142857142857,-164.6395235824585,0.92,24.03722905288597,-387.637939453125,0.5330395698547363,98.6880874633789,-2.603353977203369,10000000.0
