exp,type,update,success_rate,avg_reward,collision,extra,max_reward,loss,entropy,actor_loss,critic_loss
0,0,0,0.28,-171.88372188568115,0.9257142857142857,20.612999803272192,-119.11209869384766,-93.19842529296875,368.0311279296875,-135.01190185546875,10000000.0
0,0,1,0.28,-132.9857880619594,0.9085714285714286,17.26609743871867,-89.90058135986328,11.841636657714844,70.12037658691406,9.644601821899414,10000000.0
0,0,2,0.29714285714285715,-170.24292291913713,0.9371428571428572,23.564685252890424,-261.6146240234375,-99.85035705566406,359.35626220703125,-164.6842041015625,10000000.0
0,0,3,0.28,-171.30302552359444,0.9142857142857143,24.177564120090434,-231.36732482910156,-96.62648010253906,368.1528625488281,-149.7323455810547,10000000.0
0,0,4,0.32,-165.89809022086007,0.9028571428571428,20.39064969902018,-64.1595458984375,-78.50477600097656,376.927490234375,-111.20108032226562,10000000.0
0,0,5,0.26857142857142857,-186.10709860665457,0.9142857142857143,25.02256359721923,-166.77313232421875,-23.256580352783203,190.44981384277344,-29.896512985229492,10000000.0
0,0,6,0.34285714285714286,-158.6447005898612,0.9085714285714286,23.89761675743611,-319.83502197265625,-88.27660369873047,376.670166015625,-118.88121795654297,10000000.0
0,0,7,0.29714285714285715,-142.29776785714284,0.92,19.110687935647796,-234.07472229003906,-53.03935241699219,144.48904418945312,-77.81246185302734,10000000.0
0,0,8,0.29714285714285715,-186.39896884373258,0.9428571428571428,23.684726996367573,-201.80575561523438,-28.71649169921875,376.8963623046875,-329.10107421875,10000000.0
0,0,9,0.22857142857142856,-182.45908363342286,0.9257142857142857,23.58760328911826,-22.529722213745117,-98.07261657714844,359.03680419921875,-146.89682006835938,10000000.0
0,0,10,0.2742857142857143,-162.8364265332903,0.9428571428571428,20.9667793826429,-303.95635986328125,-89.42691040039062,332.9473876953125,-138.88267517089844,10000000.0
0,0,11,0.2914285714285714,-147.84981006622314,0.9028571428571428,21.056026592455165,-202.6319580078125,-95.54283142089844,315.1072082519531,-134.54969787597656,10000000.0
0,0,12,0.28,-154.9263126046317,0.9257142857142857,20.700191576173264,-244.2360382080078,-108.33863830566406,324.3361511230469,-194.7704620361328,10000000.0
0,0,13,0.2914285714285714,-170.07006786346435,0.9085714285714286,22.60284456348971,-200.72299194335938,-98.37345886230469,376.3062744140625,-141.078857421875,10000000.0
0,0,14,0.32571428571428573,-155.6666774749756,0.9085714285714286,22.091470197383227,-408.1880187988281,-91.32249450683594,359.1236267089844,-125.83345794677734,10000000.0
0,0,15,0.2857142857142857,-161.5239999280657,0.9085714285714286,23.35820171611768,-208.03695678710938,-96.90943908691406,350.0131530761719,-150.28839111328125,10000000.0
0,0,16,0.32571428571428573,-171.00306316375733,0.9428571428571428,24.135040233065126,-246.04733276367188,-98.32131958007812,376.8968200683594,-149.30332946777344,10000000.0
0,0,17,0.3657142857142857,-159.28856922694615,0.8971428571428571,22.248615980510714,-285.6087951660156,-91.01498413085938,367.9576721191406,-128.7157440185547,10000000.0
0,0,18,0.26285714285714284,-147.4081560243879,0.9428571428571428,21.77935420066476,-76.89080047607422,-88.74029541015625,315.36865234375,-125.0508804321289,10000000.0
0,0,19,0.2857142857142857,-165.83532458714078,0.9257142857142857,21.680615454884364,-246.857177734375,12.13762092590332,83.0649185180664,11.319339752197266,10000000.0
0,0,20,0.3314285714285714,-165.00900084359304,0.8857142857142857,19.8514499205351,-443.9150695800781,-106.8910140991211,376.6480407714844,-193.49935913085938,10000000.0
0,0,21,0.28,-178.57822172982353,0.8971428571428571,24.86281784000846,-177.53465270996094,-21.826187133789062,155.33665466308594,-31.845861434936523,10000000.0
0,0,22,0.2914285714285714,-182.49900059291295,0.9485714285714286,23.565914592027184,-276.7716979980469,-97.13160705566406,376.557861328125,-136.7478790283203,10000000.0
0,0,23,0.2857142857142857,-162.04000890459332,0.9314285714285714,21.940922903990838,-23.78973960876465,-88.17434692382812,324.16094970703125,-138.78208923339844,10000000.0
0,0,24,0.2914285714285714,-179.87527935573033,0.92,23.819614766640132,-299.1958923339844,-55.583984375,201.37185668945312,-76.65105438232422,10000000.0
0,0,25,0.28,-184.48239624023438,0.9085714285714286,25.864067102209955,-199.70887756347656,-86.69839477539062,403.00213623046875,-129.95401000976562,10000000.0
0,0,26,0.29714285714285715,-170.44484511239187,0.9085714285714286,21.690985121321255,-209.6387939453125,-54.092926025390625,297.7532958984375,-70.142822265625,10000000.0
0,0,27,0.32,-147.90040905543736,0.8628571428571429,20.400179807120985,-197.45196533203125,-99.78158569335938,332.882080078125,-154.33006286621094,10000000.0
0,0,28,0.30857142857142855,-132.2849467577253,0.9142857142857143,18.493172053788594,-144.80494689941406,44.5994987487793,19.705989837646484,40.7642707824707,10000000.0
0,0,29,0.24,-174.21645058768135,0.9428571428571428,22.81368056132762,-36.17262268066406,-94.88272857666016,350.2892761230469,-214.8251953125,10000000.0
0,0,30,0.2571428571428571,-184.3990937096732,0.9257142857142857,25.71444338107249,-222.0403594970703,-28.385969161987305,196.52618408203125,-34.314430236816406,10000000.0
0,0,31,0.21142857142857144,-190.79032163892472,0.9428571428571428,25.273776569688113,-286.31640625,62.404300689697266,15.32381534576416,55.479312896728516,10000000.0
0,0,32,0.2571428571428571,-145.17064994812011,0.8914285714285715,19.838613609227973,-161.78172302246094,-69.47093200683594,306.3282165527344,-83.07293701171875,10000000.0
0,0,33,0.3142857142857143,-191.58821627480643,0.9314285714285714,25.24913118728697,-274.5472717285156,-102.66392517089844,402.5182189941406,-206.1732635498047,10000000.0
0,0,34,0.30857142857142855,-184.84223770686557,0.8914285714285715,24.475498409792078,-244.44935607910156,-106.17230224609375,402.1136474609375,-241.00709533691406,10000000.0
0,0,35,0.3028571428571429,-179.27225771222797,0.9085714285714286,24.589175296851266,-184.7058868408203,-103.7688980102539,393.06903076171875,-183.01345825195312,10000000.0
0,0,36,0.2914285714285714,-173.9193124280657,0.9714285714285714,22.139385885726366,10.49289321899414,-107.2816162109375,366.6080017089844,-206.7234344482422,10000000.0
0,0,37,0.26857142857142857,-181.7736232158116,0.8971428571428571,22.41794462966027,-226.1835174560547,-92.10356140136719,319.0101623535156,-149.92715454101562,10000000.0
0,0,38,0.2914285714285714,-184.55674199785506,0.9257142857142857,23.078309087199163,-210.30593872070312,-89.87995147705078,393.1541748046875,-178.7677459716797,10000000.0
0,0,39,0.3485714285714286,-176.65434919629777,0.9028571428571428,24.898806475481198,-37.26237487792969,-58.4022216796875,341.9460144042969,-77.85714721679688,10000000.0
0,0,40,0.26857142857142857,-182.22655349731446,0.9428571428571428,24.298643090834922,-255.4344940185547,-94.7872314453125,382.53271484375,-143.8401641845703,10000000.0
0,0,41,0.2742857142857143,-173.2889129311698,0.9085714285714286,22.459056356620266,-32.361297607421875,-93.34873962402344,357.2518615722656,-146.4048309326172,10000000.0
0,0,42,0.2857142857142857,-122.46051420484271,0.9028571428571428,16.60925986271384,-118.4907455444336,-79.36702728271484,260.9207458496094,-105.12950134277344,10000000.0
0,0,43,0.3028571428571429,-183.67675186157226,0.9314285714285714,25.242911173237815,-193.8258056640625,-86.82618713378906,390.9097900390625,-119.70228576660156,10000000.0
0,0,44,0.3942857142857143,-156.51620861053468,0.8914285714285715,19.452160229748465,-11.478425979614258,-83.21745300292969,356.62017822265625,-292.7693176269531,10000000.0
0,0,45,0.2742857142857143,-191.988384878976,0.92,24.52329697574864,-280.36285400390625,-76.48193359375,390.5249938964844,-292.7954406738281,10000000.0
0,0,46,0.25142857142857145,-192.68890022277833,0.9542857142857143,24.704745374727448,15.458675384521484,-95.1705322265625,391.681396484375,-138.4394073486328,10000000.0
